concept,db,table,item_id,label,unit,category,extra,status
plt,mimic,inputevents_cv,30006,Platelets,,,,unmapped_candidate
plt,mimic,inputevents_cv,30105,OR Platelets,,,,unmapped_candidate
plt,mimic,inputevents_mv,225170,Platelets,mL,Blood Products/Colloids,,unmapped_candidate
plt,mimic,inputevents_mv,227071,PACU Platelet Intake,mL,Blood Products/Colloids,,unmapped_candidate
plt,mimic,inputevents_mv,221004,Thrombocyte suspension,mL,Fluids - Other (Not In Use),,unmapped_candidate
plt,mimic,inputevents_mv,226369,OR Platelet Intake,mL,Blood Products/Colloids,,unmapped_candidate
plt,mimic,labevents,51240,Large Platelets,,Hematology,Blood,unmapped_candidate
plt,miiv,inputevents,221004,Thrombocyte suspension,mL,Fluids - Other (Not In Use),,unmapped_candidate
plt,miiv,inputevents,225170,Platelets,mL,Blood Products/Colloids,,unmapped_candidate
plt,miiv,inputevents,226369,OR Platelet Intake,mL,Blood Products/Colloids,,unmapped_candidate
plt,miiv,inputevents,227071,PACU Platelet Intake,mL,Blood Products/Colloids,,unmapped_candidate
plt,miiv,labevents,51240,Large Platelets,,Hematology,Blood,unmapped_candidate
plt,eicu,intakeoutput,Platelets,Platelets,,,,unmapped_candidate
po2,aumc,numericitems,9545,Cerebrale PaO2,mmHg,,,unmapped_candidate
po2,aumc,numericitems,9997,pO2 (overig),mmHg,,,unmapped_candidate
po2,aumc,numericitems,16835,Streef Onderwaarde pO2,mmHg,,,unmapped_candidate
po2,aumc,drugitems,20922,O2-ICU Laag-normaal PaO2 (60-90mmHg),,,,unmapped_candidate
po2,aumc,drugitems,20923,O2-ICU Hoog-normaal PaO2 (105-130mmHg),,,,unmapped_candidate
po2,mimic,chartevents,4203,pO2 (cap),,Other ABGs,,unmapped_candidate
po2,mimic,chartevents,3775,Mix Venous PO2,,Mixed VBGs,,unmapped_candidate
po2,mimic,chartevents,3838,pO2 (other),,Other ABGs,,unmapped_candidate
po2,mimic,chartevents,227516,PO2 (Mixed Venous),mmHg,Labs,,unmapped_candidate
po2,mimic,labevents,50832,"pO2, Body Fluid",,Blood Gas,Other Body Fluid,unmapped_candidate
po2,miiv,chartevents,227516,PO2 (Mixed Venous),mmHg,Labs,,unmapped_candidate
po2,miiv,labevents,50832,"pO2, Body Fluid",,Blood Gas,Other Body Fluid,unmapped_candidate
po2,miiv,labevents,52042,pO2,,Blood Gas,Fluid,unmapped_candidate
ps,aumc,numericitems,12298,PS boven P hoog (Set),cmH2O,,,unmapped_candidate
ps,aumc,numericitems,12337,PS boven P hoog (Set) (2),cmH2O,,,unmapped_candidate
ps,eicu,lab,Pressure Support,Pressure Support,cm H2O,,,unmapped_candidate
ps,eicu,respiratorycharting,Pressure to Trigger PS,Pressure to Trigger PS,,,,unmapped_candidate
ps,eicu,respiratorycharting,PS,PS,,,,unmapped_candidate
resp,aumc,numericitems,8873,Ademfrequentie Evita,None,,,unmapped_candidate
resp,mimic,chartevents,613,Resp Quotient - (R),,,,unmapped_candidate
resp,mimic,chartevents,614,Resp Rate (Spont),,,,unmapped_candidate
resp,mimic,chartevents,615,Resp Rate (Total),,,,unmapped_candidate
resp,mimic,chartevents,219,High Resp. Rate,,,,unmapped_candidate
resp,mimic,chartevents,653,Spont. Resp. Rate,,,,unmapped_candidate
resp,mimic,chartevents,1884,Spont Resp rate,,,,unmapped_candidate
resp,mimic,chartevents,8113,Resp. Rate,,,,unmapped_candidate
resp,mimic,chartevents,1635,HIGH Resp Rate,,,,unmapped_candidate
resp,mimic,chartevents,3603,Resp Rate,,,,unmapped_candidate
resp,eicu,lab,Respiratory Rate,Respiratory Rate,/min,,,unmapped_candidate
resp,eicu,respiratorycharting,Resp Rate Total,Resp Rate Total,,,,unmapped_candidate
resp,eicu,respiratorycharting,VS RESP RATE,VS RESP RATE,,,,unmapped_candidate
resp,eicu,respiratorycharting,Spontaneous Respiratory Rate,Spontaneous Respiratory Rate,,,,unmapped_candidate
resp,eicu,nursecharting,Respiratory Rate,Respiratory Rate,,,,unmapped_candidate
rrt,aumc,drugitems,9475,Vit B/C (vlgs CVVH-protocol),,,,unmapped_candidate
rrt,aumc,drugitems,10738,CVVH-Vocht teruggave,,,,unmapped_candidate
rrt,aumc,drugitems,13474,Citraat - CVVH - Studie,,,,unmapped_candidate
rrt,aumc,drugitems,20093,Bio CVVH  - Studie,,,,unmapped_candidate
rrt,aumc,numericitems,20537,CVVH behandel afspraken APTT (bloed),sec,,,unmapped_candidate
rrt,aumc,numericitems,20538,CVVH behandel afspraken Bloedflow,ml/min,,,unmapped_candidate
rrt,aumc,numericitems,20539,CVVH behandel afspraken Ca-ion (7.4) (bloed),mmol/l,,,unmapped_candidate
rrt,aumc,numericitems,20543,CVVH behandel afspraken Onttrekken,ml/uur,,,unmapped_candidate
rrt,aumc,numericitems,20544,CVVH behandel afspraken PostDilutie Volume,ml,,,unmapped_candidate
rrt,aumc,numericitems,20547,CVVH behandel afspraken PreDilutie Volume,ml,,,unmapped_candidate
rrt,mimic,chartevents,148,Dialysis Access Site,,,,unmapped_candidate
rrt,mimic,chartevents,149,Dialysis Access Type,,,,unmapped_candidate
rrt,mimic,chartevents,150,Dialysis Machine,,,,unmapped_candidate
rrt,mimic,chartevents,151,Dialysis Site Appear,,,,unmapped_candidate
rrt,mimic,chartevents,152,Dialysis Type,,,,unmapped_candidate
rrt,mimic,chartevents,7949,Calcium for CVVH,,,,unmapped_candidate
rrt,mimic,outputevents,40425,dialysis output,,,,unmapped_candidate
rrt,mimic,outputevents,40507,Dialysis out,,,,unmapped_candidate
rrt,mimic,outputevents,41527,HEMODIALYSIS,,,,unmapped_candidate
rrt,mimic,outputevents,41250,HEMODIALYSIS OUT,,,,unmapped_candidate
rrt,mimic,outputevents,41374,Dialysis Out,,,,unmapped_candidate
rrt,mimic,outputevents,41417,Hemodialysis Out,,,,unmapped_candidate
rrt,mimic,outputevents,41897,CVVH OUTPUT FROM OR,,,,unmapped_candidate
rrt,mimic,outputevents,40881,Hemodialysis,,,,unmapped_candidate
rrt,mimic,outputevents,40910,PERITONEAL DIALYSIS,,,,unmapped_candidate
rrt,mimic,outputevents,41016,hemodialysis out,,,,unmapped_candidate
rrt,mimic,outputevents,41034,dialysis in,,Free Form Intake,,unmapped_candidate
rrt,mimic,outputevents,42289,dialysis off,,,,unmapped_candidate
rrt,mimic,outputevents,42388,DIALYSIS OUTPUT,,,,unmapped_candidate
rrt,mimic,outputevents,42524,HemoDialysis,,,,unmapped_candidate
rrt,mimic,outputevents,42536,Dialysis output,,,,unmapped_candidate
rrt,mimic,outputevents,40386,hemodialysis,,,,unmapped_candidate
rrt,mimic,outputevents,41635,Hemodialysis removal,,,,unmapped_candidate
rrt,mimic,outputevents,41842,Dialysis Output.,,,,unmapped_candidate
rrt,mimic,outputevents,40624,dialysis,,,,unmapped_candidate
rrt,mimic,outputevents,40690,DIALYSIS,,,,unmapped_candidate
rrt,mimic,outputevents,41500,hemodialysis output,,,,unmapped_candidate
rrt,mimic,outputevents,43941,dialysis/intake,,Free Form Intake,,unmapped_candidate
rrt,mimic,outputevents,44199,HEMODIALYSIS O/P,,,,unmapped_candidate
rrt,mimic,outputevents,44901,Dialysis Removed,,,,unmapped_candidate
rrt,mimic,inputevents_cv,44927,CRRT HEPARIN,,Free Form Intake,,unmapped_candidate
rrt,mimic,inputevents_cv,44954,OR CVVHDF,,,,unmapped_candidate
rrt,mimic,outputevents,42928,HEMODIALYSIS.,,,,unmapped_candidate
rrt,mimic,outputevents,42972,HEMODIALYSIS OFF,,,,unmapped_candidate
rrt,mimic,outputevents,43016,DIALYSIS TOTAL OUT,,,,unmapped_candidate
rrt,mimic,outputevents,43052,DIALYSIS REMOVED,,,,unmapped_candidate
rrt,mimic,outputevents,43098,hemodialysis crystal,,Free Form Intake,,unmapped_candidate
rrt,mimic,outputevents,44567,Hemodialysis.,,,,unmapped_candidate
rrt,mimic,inputevents_cv,46389,CRRT FLUSH,,Free Form Intake,,unmapped_candidate
rrt,mimic,outputevents,46394,Peritoneal dialysis,,,,unmapped_candidate
rrt,mimic,inputevents_cv,45157,ca+ gtt for cvvh,,Free Form Intake,,unmapped_candidate
rrt,mimic,inputevents_cv,45268,CALCIUM FOR CVVHD,,Free Form Intake,,unmapped_candidate
rrt,mimic,inputevents_cv,45353,KCL for CVVH,,Free Form Intake,,unmapped_candidate
rrt,mimic,inputevents_cv,46681,CRRT Rescue Flush,,Free Form Intake,,unmapped_candidate
rrt,mimic,outputevents,46713,KCL-10 MEQ-DIALYSIS,,Free Form Intake,,unmapped_candidate
rrt,mimic,outputevents,46741,dialysis removed,,,,unmapped_candidate
rrt,mimic,inputevents_cv,46773,CVVHD NS line flush,,Free Form Intake,,unmapped_candidate
rrt,mimic,outputevents,40745,Dialysis,,,,unmapped_candidate
rrt,mimic,outputevents,44843,peritoneal dialysis,,Free Form Intake,,unmapped_candidate
rrt,mimic,outputevents,43687,crystalloid/dialysis,,Free Form Intake,,unmapped_candidate
rrt,mimic,outputevents,45479,Dialysis In,,Free Form Intake,,unmapped_candidate
rrt,mimic,inputevents_cv,46172,CVVHDF CA GLUC,,Free Form Intake,,unmapped_candidate
rrt,mimic,outputevents,46230,Dialysis 1.5% IN,,Free Form Intake,,unmapped_candidate
rrt,mimic,outputevents,46232,dialysis flush,,Free Form Intake,,unmapped_candidate
rrt,mimic,inputevents_cv,46250,EBL  CVVH,,,,unmapped_candidate
rrt,mimic,inputevents_cv,46293,CRRT Citrate,,Free Form Intake,,unmapped_candidate
rrt,mimic,inputevents_cv,46013,KCL CVVHDF,,Free Form Intake,,unmapped_candidate
rrt,mimic,inputevents_cv,46574,CRRT rescue line NS,,Free Form Intake,,unmapped_candidate
rrt,mimic,outputevents,46712,CALCIUM-DIALYSIS,,Free Form Intake,,unmapped_candidate
rrt,mimic,outputevents,46715,Citrate - dialysis,,Free Form Intake,,unmapped_candidate
rrt,mimic,outputevents,44027,dialysis fluid off,,,,unmapped_candidate
rrt,mimic,outputevents,44085,DIALYSIS OFF,,,,unmapped_candidate
rrt,mimic,outputevents,44193,Dialysis.,,,,unmapped_candidate
rrt,mimic,outputevents,44216,Hemodialysis out,,,,unmapped_candidate
rrt,mimic,outputevents,44286,Dialysis indwelling,,Free Form Intake,,unmapped_candidate
rrt,mimic,inputevents_cv,46173,CVVHDF KCL,,Free Form Intake,,unmapped_candidate
rrt,mimic,inputevents_cv,46292,CRRT Irrigation,,Free Form Intake,,unmapped_candidate
rrt,mimic,inputevents_cv,46311,crrt irrigation,,Free Form Intake,,unmapped_candidate
rrt,mimic,outputevents,45828,Hemo dialysis out,,,,unmapped_candidate
rrt,mimic,inputevents_cv,46012,CA GLUC CVVHDF,,Free Form Intake,,unmapped_candidate
rrt,mimic,outputevents,46464,Hemodialysis OUT,,,,unmapped_candidate
rrt,mimic,outputevents,42868,hemodialysis off,,,,unmapped_candidate
rrt,mimic,outputevents,43115,dialysis net,,,,unmapped_candidate
rrt,mimic,outputevents,41750,dialysis  out,,,,unmapped_candidate
rrt,mimic,outputevents,41829,HEMODIALYSIS OUTPUT,,,,unmapped_candidate
rrt,mimic,outputevents,40426,dialysis out,,,,unmapped_candidate
rrt,mimic,outputevents,40613,DIALYSIS OUT,,,,unmapped_candidate
rrt,mimic,outputevents,44845,Dialysis fluids,,Free Form Intake,,unmapped_candidate
rrt,mimic,outputevents,44857,dialysis- fluid off,,,,unmapped_candidate
rrt,mimic,outputevents,42464,hemodialysis ultrafe,,,,unmapped_candidate
rrt,mimic,chartevents,224191,Hourly Patient Fluid Removal,mL,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,224135,Dialysis Access Site,,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,224139,Dialysis Site Appearance,,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,224144,Blood Flow (ml/min),ml/min,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,224146,System Integrity,,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,224149,Access Pressure,mmHg,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,224150,Filter Pressure,mmHg,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,224151,Effluent Pressure,mmHg,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,224152,Return Pressure,mmHg,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,224153,Replacement Rate,ml/hr,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,224154,Dialysate Rate,ml/hr,Dialysis,,unmapped_candidate
rrt,mimic,inputevents_mv,227525,Calcium Gluconate (CRRT),grams,Medications,,unmapped_candidate
rrt,mimic,chartevents,227438,Volume not removed,mL,Dialysis,,unmapped_candidate
rrt,mimic,procedureevents_mv,225805,Peritoneal Dialysis,,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,225806,Volume In (PD),mL,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,225807,Volume Out (PD),mL,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,225810,Dwell Time (Peritoneal Dialysis),hour,Dialysis,,unmapped_candidate
rrt,mimic,inputevents_mv,227536,KCl (CRRT),mEq.,Medications,,unmapped_candidate
rrt,mimic,chartevents,224404,ART Lumen Volume,mL,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,224406,VEN Lumen Volume,mL,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,225959,Medication Added Amount  #1 (Peritoneal Dialysis),,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,225961,Medication Added Units #1 (Peritoneal Dialysis),,Dialysis,,unmapped_candidate
rrt,mimic,microbiologyevents,70029,DIALYSIS FLUID,,SPECIMEN,,unmapped_candidate
rrt,mimic,chartevents,227638,Medication Added #2 (Peritoneal Dialysis),,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,227639,Medication Added Amount  #2 (Peritoneal Dialysis),,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,227640,Medication Added Units #2 (Peritoneal Dialysis),,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,228004,Citrate (ACD-A),ml/hr,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,228005,PBP (Prefilter) Replacement Rate,ml/hr,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,228006,Post Filter Replacement Rate,ml/hr,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,225976,Replacement Fluid,,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,225977,Dialysate Fluid,,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,225951,Peritoneal Dialysis Fluid Appearance,,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,225952,Medication Added #1 (Peritoneal Dialysis),,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,225953,Solution (Peritoneal Dialysis),,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,225954,Dialysis Access Type,,Dialysis,,unmapped_candidate
rrt,mimic,procedureevents_mv,225955,Dialysis - SCUF,,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,225958,Heparin Concentration (units/mL),,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,226499,Hemodialysis Output,mL,Dialysis,,unmapped_candidate
rrt,mimic,chartevents,225126,Dialysis patient,,Adm History/FHPA,,unmapped_candidate
rrt,mimic,datetimeevents,225128,Last dialysis,,Adm History/FHPA,,unmapped_candidate
rrt,mimic,inputevents_cv,45352,CA GLUC for CVVH,,Free Form Intake,,unmapped_candidate
rrt,mimic,chartevents,226457,Ultrafiltrate Output,mL,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,224135,Dialysis Access Site,,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,224139,Dialysis Site Appearance,,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,224144,Blood Flow (ml/min),ml/min,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,224146,System Integrity,,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,224149,Access Pressure,mmHg,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,224150,Filter Pressure,mmHg,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,224151,Effluent Pressure,mmHg,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,224152,Return Pressure,mmHg,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,224153,Replacement Rate,ml/hr,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,224154,Dialysate Rate,ml/hr,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,224191,Hourly Patient Fluid Removal,mL,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,224404,ART Lumen Volume,mL,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,224406,VEN Lumen Volume,mL,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,225126,Dialysis patient,,Adm History/FHPA,,unmapped_candidate
rrt,miiv,datetimeevents,225128,Last dialysis,,Adm History/FHPA,,unmapped_candidate
rrt,miiv,chartevents,225806,Volume In (PD),mL,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,225807,Volume Out (PD),mL,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,225810,Dwell Time (Peritoneal Dialysis),hour,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,225951,Peritoneal Dialysis Fluid Appearance,,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,225952,Medication Added #1 (Peritoneal Dialysis),,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,225953,Solution (Peritoneal Dialysis),,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,225954,Dialysis Access Type,,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,225958,Heparin Concentration (units/mL),,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,225959,Medication Added Amount  #1 (Peritoneal Dialysis),None,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,225961,Medication Added Units #1 (Peritoneal Dialysis),,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,225976,Replacement Fluid,,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,225977,Dialysate Fluid,,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,226457,Ultrafiltrate Output,mL,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,226499,Hemodialysis Output,mL,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,227438,Volume not removed,mL,Dialysis,,unmapped_candidate
rrt,miiv,inputevents,227525,Calcium Gluconate (CRRT),grams,Medications,,unmapped_candidate
rrt,miiv,inputevents,227536,KCl (CRRT),mEq.,Medications,,unmapped_candidate
rrt,miiv,chartevents,227638,Medication Added #2 (Peritoneal Dialysis),,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,227639,Medication Added Amount  #2 (Peritoneal Dialysis),None,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,227640,Medication Added Units #2 (Peritoneal Dialysis),,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,228004,Citrate (ACD-A),ml/hr,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,228005,PBP (Prefilter) Replacement Rate,ml/hr,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,228006,Post Filter Replacement Rate,ml/hr,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,229247,Trans Membrane Pressure,mmHg,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,229248,Pressure Drop,mmHg,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,229881,Dialysis/Pheresis Biopatch,,Access Lines - Invasive,,unmapped_candidate
rrt,miiv,inputevents,230044,Heparin Sodium (CRRT-Prefilter),units,Medications,,unmapped_candidate
rrt,miiv,chartevents,230083,Replacement Fluid (Pre-Filter),,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,230084,Replacement Fluid (Post-Filter),,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,230085,Dialysate Fluid,,Dialysis,,unmapped_candidate
rrt,miiv,chartevents,230177,CRRT - Filter Type,,Dialysis,,unmapped_candidate
rrt,eicu,intakeoutput,"Volume (mL)-calcium chloride 100 mEq in sodium chloride 0.9 % 1,000 mL infusion (CRRT with citrate anticoag)","Volume (mL)-calcium chloride 100 mEq in sodium chloride 0.9 % 1,000 mL infusion (CRRT with citrate anticoag)",,,,unmapped_candidate
rrt,eicu,intakeoutput,CRRT FLUSH,CRRT FLUSH,,,,unmapped_candidate
rrt,eicu,intakeoutput,CRRT- UF removed,CRRT- UF removed,,,,unmapped_candidate
rrt,eicu,intakeoutput,CRRT - UF removed,CRRT - UF removed,,,,unmapped_candidate
rrt,eicu,intakeoutput,CRRT flush,CRRT flush,,,,unmapped_candidate
rrt,eicu,intakeoutput,CRRT Flush,CRRT Flush,,,,unmapped_candidate
rrt,eicu,intakeoutput,Hemofiltration,Hemofiltration,,,,unmapped_candidate
rrt,eicu,intakeoutput,"CRRT Actual Pt Fluid Removed (""C"")","CRRT Actual Pt Fluid Removed (""C"")",,,,unmapped_candidate
rrt,eicu,intakeoutput,CRRT Out,CRRT Out,,,,unmapped_candidate
sbp,miiv,chartevents,230154,CFS-SBP,,Neurological,,unmapped_candidate
spo2,aumc,numericitems,11425,O2sat (overig),Geen,,,unmapped_candidate
spo2,aumc,numericitems,12311,O2-Saturatie (bloed),Geen,,,unmapped_candidate
spo2,aumc,numericitems,19611,Streef SpO2,None,,,unmapped_candidate
spo2,aumc,numericitems,20658,ECMO - Veneuze saturatie,Geen,,,unmapped_candidate
spo2,mimic,chartevents,3545,O2 Sat W/Seizure,,,,unmapped_candidate
spo2,mimic,chartevents,5501,O2 sat probe change,,,,unmapped_candidate
spo2,mimic,chartevents,5505,O2 sat probe site,,,,unmapped_candidate
spo2,mimic,chartevents,3288,O2 sat [Pre],,,,unmapped_candidate
spo2,mimic,chartevents,5636,2nd O2 Sat,,,,unmapped_candidate
spo2,mimic,chartevents,5896,VEN0US O2 SAT,,,,unmapped_candidate
spo2,mimic,chartevents,2842,JV O2 Sat,,,,unmapped_candidate
spo2,mimic,chartevents,8208,Postductal O2 Sat,,,,unmapped_candidate
spo2,mimic,chartevents,8209,Preductal O2 Sat,,,,unmapped_candidate
spo2,mimic,chartevents,7440,walking o2 sat,,,,unmapped_candidate
spo2,mimic,chartevents,8498,O2 sat [Post],,,,unmapped_candidate
spo2,mimic,chartevents,6719,SpO2-L,,,,unmapped_candidate
spo2,mimic,chartevents,226860,RA %O2 Saturation (PA Line),%,PA Line Insertion,,unmapped_candidate
spo2,mimic,chartevents,226861,ART %O2 saturation (PA Line),%,PA Line Insertion,,unmapped_candidate
spo2,mimic,chartevents,226862,PA %O2 Saturation (PA Line),%,PA Line Insertion,,unmapped_candidate
spo2,mimic,chartevents,226863,PVR %O2 Saturation (PA Line),dynes*sec/cm5,PA Line Insertion,,unmapped_candidate
spo2,mimic,chartevents,226865,SVR %O2 Saturation (PA Line),dynes*sec/cm5,PA Line Insertion,,unmapped_candidate
spo2,mimic,chartevents,227919,Rest O2 Sat - Aerobic Activity Response,%,OT Notes,,unmapped_candidate
spo2,mimic,chartevents,227926,Activity O2 sat - Aerobic Activity Response,%,OT Notes,,unmapped_candidate
spo2,mimic,chartevents,227873,Recovery O2 Sat - Aerobic Capacity,%,OT Notes,,unmapped_candidate
spo2,mimic,chartevents,228232,PAR-Oxygen saturation,,Routine Vital Signs,,unmapped_candidate
spo2,mimic,chartevents,220227,Arterial O2 Saturation,%,Labs,,unmapped_candidate
spo2,mimic,chartevents,227933,Recovery O2 sat - Aerobic Activity Response,%,OT Notes,,unmapped_candidate
spo2,mimic,chartevents,227861,Rest O2 Sat - Aerobic Capacity,%,OT Notes,,unmapped_candidate
spo2,mimic,chartevents,227867,Activity O2 Sat - Aerobic Capacity,%,OT Notes,,unmapped_candidate
spo2,mimic,labevents,50817,Oxygen Saturation,,Blood Gas,Blood,unmapped_candidate
spo2,miiv,chartevents,220227,Arterial O2 Saturation,%,Labs,,unmapped_candidate
spo2,miiv,chartevents,226860,RA %O2 Saturation (PA Line),%,PA Line Insertion,,unmapped_candidate
spo2,miiv,chartevents,226861,ART %O2 saturation (PA Line),%,PA Line Insertion,,unmapped_candidate
spo2,miiv,chartevents,226862,PA %O2 Saturation (PA Line),%,PA Line Insertion,,unmapped_candidate
spo2,miiv,chartevents,226863,PVR %O2 Saturation (PA Line),dynes*sec/cm5,PA Line Insertion,,unmapped_candidate
spo2,miiv,chartevents,226865,SVR %O2 Saturation (PA Line),dynes*sec/cm5,PA Line Insertion,,unmapped_candidate
spo2,miiv,chartevents,227861,Rest O2 Sat - Aerobic Capacity,%,OT Notes,,unmapped_candidate
spo2,miiv,chartevents,227867,Activity O2 Sat - Aerobic Capacity,%,OT Notes,,unmapped_candidate
spo2,miiv,chartevents,227873,Recovery O2 Sat - Aerobic Capacity,%,OT Notes,,unmapped_candidate
spo2,miiv,chartevents,227919,Rest O2 Sat - Aerobic Activity Response,%,OT Notes,,unmapped_candidate
spo2,miiv,chartevents,227926,Activity O2 sat - Aerobic Activity Response,%,OT Notes,,unmapped_candidate
spo2,miiv,chartevents,227933,Recovery O2 sat - Aerobic Activity Response,%,OT Notes,,unmapped_candidate
spo2,miiv,chartevents,228232,PAR-Oxygen saturation,,Routine Vital Signs,,unmapped_candidate
spo2,miiv,chartevents,229862,Forehead SpO2 Sensor in Place,,Routine Vital Signs,,unmapped_candidate
spo2,miiv,labevents,50817,Oxygen Saturation,,Blood Gas,Blood,unmapped_candidate
spo2,eicu,lab,O2 Sat (%),O2 Sat (%),%,,,unmapped_candidate
spo2,eicu,respiratorycharting,Adult Con Pt/Vent SpO2,Adult Con Pt/Vent SpO2,,,,unmapped_candidate
spo2,eicu,nursecharting,O2 Saturation,O2 Saturation,,,,unmapped_candidate
tidal_vol,aumc,numericitems,8871,VTe,l,,,unmapped_candidate
tidal_vol,aumc,numericitems,9669,VTe(2),l,,,unmapped_candidate
tidal_vol,aumc,numericitems,12373,Vt (Bipap Vision),ml,,,unmapped_candidate
tidal_vol,mimic,chartevents,1448,Vd/Vt:,,,,unmapped_candidate
tidal_vol,mimic,chartevents,65,BIPAP - Est. Vt,,,,unmapped_candidate
tidal_vol,mimic,chartevents,435,Low Exhaled Vt,,,,unmapped_candidate
tidal_vol,mimic,chartevents,5593,MMV tidal volume,,,,unmapped_candidate
tidal_vol,mimic,chartevents,639,Sigh Tidal Volume,,,,unmapped_candidate
tidal_vol,mimic,chartevents,652,Spon. Vt (L) (Mech.),,,,unmapped_candidate
tidal_vol,mimic,chartevents,654,Spont. Tidal Volume,,,,unmapped_candidate
tidal_vol,mimic,chartevents,684,Tidal Volume (Spont),,,,unmapped_candidate
tidal_vol,mimic,chartevents,715,Vd/Vt Ratio (40-60%),,,,unmapped_candidate
tidal_vol,mimic,chartevents,3082,HIGH TIDAL VOL,,,,unmapped_candidate
tidal_vol,mimic,chartevents,3083,spont Tidal volumes,,,,unmapped_candidate
tidal_vol,mimic,chartevents,3086,spont Vt's,,,,unmapped_candidate
tidal_vol,mimic,chartevents,5942,HIGH VT,,,,unmapped_candidate
tidal_vol,mimic,chartevents,1514,Hi Tidal Vol,,,,unmapped_candidate
tidal_vol,mimic,chartevents,1570,HI TIDAL VOL,,,,unmapped_candidate
tidal_vol,mimic,chartevents,1618,high tidal vol,,,,unmapped_candidate
tidal_vol,mimic,chartevents,1651,High Tidal Volume,,,,unmapped_candidate
tidal_vol,mimic,chartevents,1660,High Tidal volume,,,,unmapped_candidate
tidal_vol,mimic,chartevents,2043,Tidal Vol (P High),,,,unmapped_candidate
tidal_vol,mimic,chartevents,2044,Tidal Vol (P Low),,,,unmapped_candidate
tidal_vol,mimic,chartevents,2049,HI TIDAL VOLUME,,,,unmapped_candidate
tidal_vol,mimic,chartevents,2065,HIGH TIDAL VOLUME,,,,unmapped_candidate
tidal_vol,mimic,chartevents,2069,hi tidal volume,,,,unmapped_candidate
